State,Year,Month,Indicated,Combined_Value
Illinois,2021,6.0,Depression,17.959613003095974
Illinois,2021,7.0,Anxiety,26.3
Illinois,2021,7.0,Depression,21.01
Illinois,2021,8.0,Anxiety,24.35
Illinois,2021,8.0,Depression,18.80638629283489
Illinois,2021,9.0,Anxiety,26.766666666666666
Illinois,2021,9.0,Depression,21.088695652173914
Illinois,2021,10.0,Depression,17.20430107526882
Illinois,2021,11.0,Depression,13.114754098360656
Illinois,2021,12.0,Anxiety,24.75
Illinois,2021,12.0,Depression,24.108939393939394
Illinois,2022,1.0,Anxiety,27.8
Illinois,2022,1.0,Depression,17.23019027484144
Illinois,2022,2.0,Depression,14.526315789473685
Illinois,2022,3.0,Anxiety,27.5
Illinois,2022,3.0,Depression,19.432947494033417
Illinois,2022,4.0,Anxiety,26.3
Illinois,2022,4.0,Depression,20.88111111111111
Illinois,2022,5.0,Depression,18.73727087576375
Illinois,2022,6.0,Anxiety,27.799999999999997
Illinois,2022,6.0,Depression,19.832278481012658
Illinois,2022,7.0,Anxiety,26.1
Illinois,2022,7.0,Depression,21.75521072796935
Illinois,2022,8.0,Depression,19.696969696969695
Illinois,2022,9.0,Anxiety,30.2
Illinois,2022,9.0,Depression,19.49330383480826
Illinois,2022,10.0,Anxiety,25.5
Illinois,2022,10.0,Depression,15.639090909090907
Illinois,2022,11.0,Anxiety,30.8
Illinois,2022,11.0,Depression,22.940769230769234
Illinois,2022,12.0,Anxiety,26.8
Illinois,2022,12.0,Depression,22.55130434782609
Illinois,2023,1.0,Anxiety,26.5
Illinois,2023,1.0,Depression,20.061498881431767
Illinois,2023,2.0,Anxiety,24.5
Illinois,2023,2.0,Depression,19.08624217118998
Illinois,2023,3.0,Anxiety,27.85
Illinois,2023,3.0,Depression,19.59444444444444
Illinois,2023,4.0,Anxiety,29.9
Illinois,2023,4.0,Depression,16.46
Illinois,2023,5.0,Depression,18.33810888252149
Illinois,2023,6.0,Anxiety,25.35
Illinois,2023,6.0,Depression,25.85588235294118
Illinois,2023,7.0,Anxiety,27.7
Illinois,2023,7.0,Depression,20.255590778097986
Illinois,2023,8.0,Anxiety,20.8
Illinois,2023,8.0,Depression,20.649931271477662
Illinois,2023,9.0,Anxiety,27.8
Illinois,2023,9.0,Depression,19.975384615384613
Illinois,2023,10.0,Anxiety,28.6
Illinois,2023,10.0,Depression,16.87857142857143
Illinois,2023,11.0,Depression,17.738359201773836
Illinois,2023,12.0,Depression,20.055710306406684
Illinois,2024,1.0,Anxiety,14.8
Illinois,2024,1.0,Depression,15.149999999999999
Illinois,2024,2.0,Anxiety,14.8
Illinois,2024,2.0,Depression,15.45
Illinois,2024,3.0,Anxiety,17.1
Illinois,2024,3.0,Depression,16.450000000000003
Illinois,2024,4.0,Anxiety,15.7
Illinois,2024,4.0,Depression,15.9
Illinois,2024,5.0,Anxiety,13.7
Illinois,2024,5.0,Depression,14.149999999999999
Illinois,2024,6.0,Anxiety,18.1
Illinois,2024,6.0,Depression,17.9
Illinois,2024,7.0,Anxiety,16.3
Illinois,2024,7.0,Depression,16.65
Illinois,2024,8.0,Anxiety,15.7
Illinois,2024,8.0,Depression,16.65
Illinois,2024,10.0,Depression,20.0
Illinois,2024,11.0,Depression,18.771331058020476
Illinois,2024,12.0,Depression,17.16101694915254
Indiana,2019,1.0,Depression,20.372398685651696
Indiana,2019,2.0,Depression,21.647307286166843
Indiana,2019,3.0,Depression,20.471464019851116
Indiana,2019,4.0,Depression,20.29197080291971
Indiana,2019,5.0,Depression,22.03856749311295
Indiana,2019,6.0,Depression,16.968325791855204
Indiana,2019,7.0,Depression,19.536019536019538
Indiana,2019,8.0,Depression,18.94865525672372
Indiana,2019,9.0,Depression,19.06040268456376
Indiana,2019,10.0,Depression,17.432646592709986
Indiana,2019,11.0,Depression,19.1044776119403
Indiana,2019,12.0,Depression,18.95093062605753
Indiana,2020,1.0,Depression,25.628140703517587
Indiana,2020,2.0,Depression,21.904761904761905
Indiana,2020,3.0,Depression,18.23308270676692
Indiana,2020,4.0,Anxiety,31.8
Indiana,2020,4.0,Depression,21.977788944723617
Indiana,2020,5.0,Anxiety,31.525
Indiana,2020,5.0,Depression,22.046956521739133
Indiana,2020,6.0,Anxiety,31.950000000000003
Indiana,2020,6.0,Depression,19.65441256830601
Indiana,2020,7.0,Anxiety,36.13333333333333
Indiana,2020,7.0,Depression,24.715108877721946
Indiana,2020,8.0,Anxiety,32.0
Indiana,2020,8.0,Depression,25.825240641711233
Indiana,2020,9.0,Anxiety,30.633333333333336
Indiana,2020,9.0,Depression,22.810000000000002
Indiana,2020,10.0,Anxiety,35.15
Indiana,2020,10.0,Depression,23.147703213610587
Indiana,2020,11.0,Anxiety,35.900000000000006
Indiana,2020,11.0,Depression,24.89615384615385
Indiana,2020,12.0,Anxiety,34.2
Indiana,2020,12.0,Depression,22.967382550335568
Indiana,2021,1.0,Anxiety,34.8
Indiana,2021,1.0,Depression,27.547122905027933
Indiana,2021,2.0,Anxiety,33.3
Indiana,2021,2.0,Depression,24.79794117647059
Indiana,2021,3.0,Anxiety,28.75
Indiana,2021,3.0,Depression,19.303110403397028
Indiana,2021,4.0,Anxiety,27.0
Indiana,2021,4.0,Depression,21.014564254062037
Indiana,2021,5.0,Anxiety,24.35
Indiana,2021,5.0,Depression,20.647188099808062
Indiana,2021,6.0,Anxiety,24.35
Indiana,2021,6.0,Depression,22.667397346809857
Indiana,2021,7.0,Anxiety,25.6
Indiana,2021,7.0,Depression,23.297164667393673
Indiana,2021,8.0,Anxiety,24.799999999999997
Indiana,2021,8.0,Depression,24.508466509988253
Indiana,2021,9.0,Anxiety,25.7
Indiana,2021,9.0,Depression,20.269416157501702
Indiana,2021,10.0,Depression,21.568627450980394
Indiana,2021,11.0,Depression,25.376884422110553
Indiana,2021,12.0,Anxiety,26.15
Indiana,2021,12.0,Depression,23.991560283687946
Indiana,2022,1.0,Anxiety,25.2
Indiana,2022,1.0,Depression,21.43943820224719
Indiana,2022,2.0,Depression,23.444444444444446
Indiana,2022,3.0,Anxiety,25.9
Indiana,2022,3.0,Depression,21.951465968586387
Indiana,2022,4.0,Anxiety,24.5
Indiana,2022,4.0,Depression,21.505368693402332
Indiana,2022,5.0,Depression,24.469820554649267
Indiana,2022,6.0,Anxiety,32.3
Indiana,2022,6.0,Depression,22.93212619300106
Indiana,2022,7.0,Anxiety,27.0
Indiana,2022,7.0,Depression,23.04849816849817
Indiana,2022,8.0,Depression,20.265151515151516
Indiana,2022,9.0,Anxiety,34.7
Indiana,2022,9.0,Depression,22.184647887323944
Indiana,2022,10.0,Anxiety,34.9
Indiana,2022,10.0,Depression,21.781241830065362
Indiana,2022,11.0,Anxiety,30.9
Indiana,2022,11.0,Depression,22.810088105726873
Indiana,2022,12.0,Anxiety,30.2
Indiana,2022,12.0,Depression,23.622656023222063
Indiana,2023,1.0,Anxiety,26.7
Indiana,2023,1.0,Depression,24.570344827586204
Indiana,2023,2.0,Anxiety,29.3
Indiana,2023,2.0,Depression,18.883333333333333
Indiana,2023,3.0,Anxiety,28.85
Indiana,2023,3.0,Depression,24.800000000000004
Indiana,2023,4.0,Anxiety,27.9
Indiana,2023,4.0,Depression,31.47645161290323
Indiana,2023,5.0,Depression,22.195704057279237
Indiana,2023,6.0,Anxiety,28.7
Indiana,2023,6.0,Depression,22.649924623115577
Indiana,2023,7.0,Anxiety,30.5
Indiana,2023,7.0,Depression,25.59018018018018
Indiana,2023,8.0,Anxiety,26.9
Indiana,2023,8.0,Depression,24.699122807017545
Indiana,2023,9.0,Anxiety,26.8
Indiana,2023,9.0,Depression,23.881344307270236
Indiana,2023,10.0,Anxiety,31.2
Indiana,2023,10.0,Depression,24.36937062937063
Indiana,2023,11.0,Depression,21.071115013169447
Indiana,2023,12.0,Depression,21.18758434547908
Indiana,2024,1.0,Anxiety,17.7
Indiana,2024,1.0,Depression,18.85
Indiana,2024,2.0,Anxiety,18.3
Indiana,2024,2.0,Depression,19.700000000000003
Indiana,2024,3.0,Anxiety,21.1
Indiana,2024,3.0,Depression,19.55
Indiana,2024,4.0,Anxiety,18.4
Indiana,2024,4.0,Depression,19.2
Indiana,2024,5.0,Anxiety,16.5
Indiana,2024,5.0,Depression,18.25
Indiana,2024,6.0,Anxiety,18.2
Indiana,2024,6.0,Depression,17.6
Indiana,2024,7.0,Anxiety,21.1
Indiana,2024,7.0,Depression,20.1
Indiana,2024,8.0,Anxiety,21.4
Indiana,2024,8.0,Depression,21.0
Indiana,2024,10.0,Depression,0.0
Indiana,2024,11.0,Depression,0.0
Indiana,2024,12.0,Depression,16.867469879518072
Iowa,2019,1.0,Depression,16.08910891089109
Iowa,2019,2.0,Depression,15.965346534653465
Iowa,2019,3.0,Depression,14.123581336696093
Iowa,2019,4.0,Depression,14.508928571428573
Iowa,2019,5.0,Depression,12.137203166226913
Iowa,2019,6.0,Depression,16.251482799525505
Iowa,2019,7.0,Depression,17.322834645669293
Iowa,2019,8.0,Depression,14.683815648445876
Iowa,2019,9.0,Depression,16.404199475065617
Iowa,2019,10.0,Depression,15.320665083135394
Iowa,2019,11.0,Depression,15.254237288135593
Iowa,2019,12.0,Depression,15.601783060921248
Iowa,2020,1.0,Depression,17.25043782837128
Iowa,2020,2.0,Depression,16.724137931034484
Iowa,2020,3.0,Depression,17.935871743486974
Iowa,2020,4.0,Anxiety,22.5
Iowa,2020,4.0,Depression,15.962957746478875
Iowa,2020,5.0,Anxiety,21.925
Iowa,2020,5.0,Depression,16.133383742911157
Iowa,2020,6.0,Anxiety,30.475
Iowa,2020,6.0,Depression,17.8875
Iowa,2020,7.0,Anxiety,28.7
Iowa,2020,7.0,Depression,16.321965358784023
Iowa,2020,8.0,Anxiety,28.0
Iowa,2020,8.0,Depression,18.522933985330077
Iowa,2020,9.0,Anxiety,27.03333333333333
Iowa,2020,9.0,Depression,19.155815200252288
Iowa,2020,10.0,Anxiety,35.45
Iowa,2020,10.0,Depression,31.302586206896557
Iowa,2020,11.0,Anxiety,31.95
Iowa,2020,11.0,Depression,18.504938875305626
Iowa,2020,12.0,Anxiety,34.5
Iowa,2020,12.0,Depression,18.98819277108434
Iowa,2021,1.0,Anxiety,31.450000000000003
Iowa,2021,1.0,Depression,18.27786802030457
Iowa,2021,2.0,Anxiety,29.55
Iowa,2021,2.0,Depression,18.48206422018349
Iowa,2021,3.0,Anxiety,26.35
Iowa,2021,3.0,Depression,17.60394302848576
Iowa,2021,4.0,Anxiety,24.6
Iowa,2021,4.0,Depression,19.445753424657536
Iowa,2021,5.0,Anxiety,23.75
Iowa,2021,5.0,Depression,18.079951690821254
Iowa,2021,6.0,Anxiety,25.7
Iowa,2021,6.0,Depression,19.08571428571429
Iowa,2021,7.0,Anxiety,24.8
Iowa,2021,7.0,Depression,17.874285714285715
Iowa,2021,8.0,Anxiety,23.799999999999997
Iowa,2021,8.0,Depression,16.38576923076923
Iowa,2021,9.0,Anxiety,24.366666666666664
Iowa,2021,9.0,Depression,18.428238993710693
Iowa,2021,10.0,Depression,15.169366715758468
Iowa,2021,11.0,Depression,17.307692307692307
Iowa,2021,12.0,Anxiety,25.6
Iowa,2021,12.0,Depression,17.560115273775217
Iowa,2022,1.0,Anxiety,21.4
Iowa,2022,1.0,Depression,16.248039215686273
Iowa,2022,2.0,Depression,17.182817182817185
Iowa,2022,3.0,Anxiety,23.65
Iowa,2022,3.0,Depression,16.66638436482085
Iowa,2022,4.0,Anxiety,24.8
Iowa,2022,4.0,Depression,18.557142857142857
Iowa,2022,5.0,Depression,21.113243761996163
Iowa,2022,6.0,Anxiety,27.2
Iowa,2022,6.0,Depression,18.704565217391306
Iowa,2022,7.0,Anxiety,24.5
Iowa,2022,7.0,Depression,18.796348408710216
Iowa,2022,8.0,Depression,18.13084112149533
Iowa,2022,9.0,Anxiety,24.9
Iowa,2022,9.0,Depression,20.07535528596187
Iowa,2022,10.0,Anxiety,28.4
Iowa,2022,10.0,Depression,19.382047082906855
Iowa,2022,11.0,Anxiety,27.5
Iowa,2022,11.0,Depression,19.27649350649351
Iowa,2022,12.0,Anxiety,28.2
Iowa,2022,12.0,Depression,17.13327868852459
Iowa,2023,1.0,Anxiety,23.3
Iowa,2023,1.0,Depression,18.18397590361446
Iowa,2023,2.0,Anxiety,25.6
Iowa,2023,2.0,Depression,21.80996677740864
Iowa,2023,3.0,Anxiety,28.0
Iowa,2023,3.0,Depression,21.547161981258366
Iowa,2023,4.0,Anxiety,24.4
Iowa,2023,4.0,Depression,18.748675496688744
Iowa,2023,5.0,Depression,18.06543385490754
Iowa,2023,6.0,Anxiety,28.1
Iowa,2023,6.0,Depression,18.770114503816796
Iowa,2023,7.0,Anxiety,25.5
Iowa,2023,7.0,Depression,20.257630057803468
Iowa,2023,8.0,Anxiety,26.8
Iowa,2023,8.0,Depression,22.352
Iowa,2023,9.0,Anxiety,25.6
Iowa,2023,9.0,Depression,20.203478260869566
Iowa,2023,10.0,Anxiety,29.0
Iowa,2023,10.0,Depression,20.571967213114753
Iowa,2023,11.0,Depression,19.845111326234267
Iowa,2023,12.0,Depression,17.96116504854369
Iowa,2024,1.0,Anxiety,16.2
Iowa,2024,1.0,Depression,16.2
Iowa,2024,2.0,Anxiety,17.5
Iowa,2024,2.0,Depression,19.5
Iowa,2024,3.0,Anxiety,16.0
Iowa,2024,3.0,Depression,14.85
Iowa,2024,4.0,Anxiety,17.65
Iowa,2024,4.0,Depression,17.225
Iowa,2024,5.0,Anxiety,17.5
Iowa,2024,5.0,Depression,16.15
Iowa,2024,6.0,Anxiety,14.6
Iowa,2024,6.0,Depression,15.7
Iowa,2024,7.0,Anxiety,14.2
Iowa,2024,7.0,Depression,14.55
Iowa,2024,8.0,Anxiety,13.0
Iowa,2024,8.0,Depression,16.65
Iowa,2024,10.0,Depression,16.666666666666664
Iowa,2024,11.0,Depression,18.181818181818183
Iowa,2024,12.0,Depression,0.0
Kansas,2019,1.0,Depression,18.67469879518072
Kansas,2019,2.0,Depression,15.72052401746725
Kansas,2019,3.0,Depression,18.88888888888889
Kansas,2019,4.0,Depression,16.069489685124864
Kansas,2019,5.0,Depression,18.4115523465704
Kansas,2019,6.0,Depression,19.263157894736842
Kansas,2019,7.0,Depression,17.906574394463668
Kansas,2019,8.0,Depression,16.955332725615317
Kansas,2019,9.0,Depression,20.534861509073544
Kansas,2019,10.0,Depression,20.42594385285576
Kansas,2019,11.0,Depression,13.690476190476192
Kansas,2019,12.0,Depression,33.33333333333333
Kansas,2020,1.0,Depression,16.78832116788321
Kansas,2020,2.0,Depression,16.245293168370093
Kansas,2020,3.0,Depression,18.30601092896175
Kansas,2020,4.0,Anxiety,26.4
Kansas,2020,4.0,Depression,18.793333333333333
Kansas,2020,5.0,Anxiety,27.55
Kansas,2020,5.0,Depression,29.877884615384616
Kansas,2020,6.0,Anxiety,29.45
Kansas,2020,6.0,Depression,19.245833333333334
Kansas,2020,7.0,Anxiety,31.966666666666665
Kansas,2020,7.0,Depression,21.947274401473297
Kansas,2020,8.0,Anxiety,32.0
Kansas,2020,8.0,Depression,18.573846153846155
Kansas,2020,9.0,Anxiety,30.53333333333333
Kansas,2020,9.0,Depression,17.742051282051282
Kansas,2020,10.0,Anxiety,37.599999999999994
Kansas,2020,10.0,Depression,26.1454347826087
Kansas,2020,11.0,Anxiety,33.4
Kansas,2020,11.0,Depression,22.530467756584926
Kansas,2020,12.0,Anxiety,35.9
Kansas,2020,12.0,Depression,15.014878048780488
Kansas,2021,1.0,Anxiety,33.0
Kansas,2021,1.0,Depression,20.776453950444136
Kansas,2021,2.0,Anxiety,28.450000000000003
Kansas,2021,2.0,Depression,21.694200690051755
Kansas,2021,3.0,Anxiety,28.299999999999997
Kansas,2021,3.0,Depression,20.27888181355069
Kansas,2021,4.0,Anxiety,24.85
Kansas,2021,4.0,Depression,18.724452240832957
Kansas,2021,5.0,Anxiety,21.85
Kansas,2021,5.0,Depression,21.017268041237116
Kansas,2021,6.0,Anxiety,21.75
Kansas,2021,6.0,Depression,19.303392444101775
Kansas,2021,7.0,Anxiety,26.0
Kansas,2021,7.0,Depression,20.688690539818282
Kansas,2021,8.0,Anxiety,24.8
Kansas,2021,8.0,Depression,19.59481981981982
Kansas,2021,9.0,Anxiety,29.333333333333332
Kansas,2021,9.0,Depression,20.596171617161716
Kansas,2021,10.0,Depression,14.232209737827715
Kansas,2021,11.0,Depression,16.51376146788991
Kansas,2021,12.0,Anxiety,25.15
Kansas,2021,12.0,Depression,16.347727272727273
Kansas,2022,1.0,Anxiety,25.7
Kansas,2022,1.0,Depression,17.22899175068744
Kansas,2022,2.0,Depression,17.45689655172414
Kansas,2022,3.0,Anxiety,28.049999999999997
Kansas,2022,3.0,Depression,20.12184210526316
Kansas,2022,4.0,Anxiety,26.1
Kansas,2022,4.0,Depression,19.642332155477032
Kansas,2022,5.0,Depression,16.763678696158323
Kansas,2022,6.0,Anxiety,24.85
Kansas,2022,6.0,Depression,19.85691616766467
Kansas,2022,7.0,Anxiety,28.8
Kansas,2022,7.0,Depression,19.79414746543779
Kansas,2022,8.0,Depression,16.63326653306613
Kansas,2022,9.0,Anxiety,31.0
Kansas,2022,9.0,Depression,20.44764705882353
Kansas,2022,10.0,Anxiety,31.7
Kansas,2022,10.0,Depression,21.135879396984926
Kansas,2022,11.0,Anxiety,29.1
Kansas,2022,11.0,Depression,20.48495126705653
Kansas,2022,12.0,Anxiety,28.7
Kansas,2022,12.0,Depression,18.055353319057815
Kansas,2023,1.0,Anxiety,28.8
Kansas,2023,1.0,Depression,21.810656370656375
Kansas,2023,2.0,Anxiety,26.0
Kansas,2023,2.0,Depression,19.844553618594823
Kansas,2023,3.0,Anxiety,26.6
Kansas,2023,3.0,Depression,21.100337078651688
Kansas,2023,4.0,Anxiety,27.8
Kansas,2023,4.0,Depression,26.31263157894737
Kansas,2023,5.0,Depression,19.090909090909093
Kansas,2023,6.0,Anxiety,27.9
Kansas,2023,6.0,Depression,20.118625954198475
Kansas,2023,7.0,Anxiety,25.4
Kansas,2023,7.0,Depression,22.092105263157894
Kansas,2023,8.0,Anxiety,23.4
Kansas,2023,8.0,Depression,31.296666666666663
Kansas,2023,9.0,Anxiety,26.5
Kansas,2023,9.0,Depression,19.24304347826087
Kansas,2023,10.0,Anxiety,29.0
Kansas,2023,10.0,Depression,22.391748589846898
Kansas,2023,11.0,Depression,30.0
Kansas,2023,12.0,Depression,22.717149220489976
Kansas,2024,1.0,Anxiety,16.6
Kansas,2024,1.0,Depression,3.38
Kansas,2024,2.0,Anxiety,15.5
Kansas,2024,2.0,Depression,15.399999999999999
Kansas,2024,3.0,Anxiety,18.6
Kansas,2024,3.0,Depression,18.4
Kansas,2024,4.0,Anxiety,16.85
Kansas,2024,4.0,Depression,18.5
Kansas,2024,5.0,Anxiety,17.5
Kansas,2024,5.0,Depression,16.799999999999997
Kansas,2024,6.0,Anxiety,15.0
Kansas,2024,6.0,Depression,15.5
Kansas,2024,7.0,Anxiety,18.2
Kansas,2024,7.0,Depression,18.45
Kansas,2024,8.0,Anxiety,18.8
Kansas,2024,8.0,Depression,17.5
Kansas,2024,10.0,Depression,29.82456140350877
Kansas,2024,11.0,Depression,14.897260273972604
Kansas,2024,12.0,Depression,25.0
Kentucky,2020,4.0,Anxiety,31.6
Kentucky,2020,4.0,Depression,29.799999999999997
Kentucky,2020,5.0,Anxiety,30.35
Kentucky,2020,5.0,Depression,30.875
Kentucky,2020,6.0,Anxiety,31.675
Kentucky,2020,6.0,Depression,31.225
Kentucky,2020,7.0,Anxiety,36.666666666666664
Kentucky,2020,7.0,Depression,35.416666666666664
Kentucky,2020,8.0,Anxiety,34.6
Kentucky,2020,8.0,Depression,33.3
Kentucky,2020,9.0,Anxiety,34.800000000000004
Kentucky,2020,9.0,Depression,35.86666666666667
Kentucky,2020,10.0,Anxiety,36.45
Kentucky,2020,10.0,Depression,34.825
Kentucky,2020,11.0,Anxiety,36.3
Kentucky,2020,11.0,Depression,36.3
Kentucky,2020,12.0,Anxiety,37.9
Kentucky,2020,12.0,Depression,38.65
Kentucky,2021,1.0,Anxiety,36.7
Kentucky,2021,1.0,Depression,36.025
Kentucky,2021,2.0,Anxiety,35.45
Kentucky,2021,2.0,Depression,36.9
Kentucky,2021,3.0,Anxiety,30.65
Kentucky,2021,3.0,Depression,31.775
Kentucky,2021,4.0,Anxiety,29.9
Kentucky,2021,4.0,Depression,30.875
Kentucky,2021,5.0,Anxiety,25.3
Kentucky,2021,5.0,Depression,25.049999999999997
Kentucky,2021,6.0,Anxiety,29.35
Kentucky,2021,6.0,Depression,28.925
Kentucky,2021,7.0,Anxiety,27.9
Kentucky,2021,7.0,Depression,28.900000000000002
Kentucky,2021,8.0,Anxiety,29.7
Kentucky,2021,8.0,Depression,28.85
Kentucky,2021,9.0,Anxiety,29.3
Kentucky,2021,9.0,Depression,28.53333333333333
Kentucky,2021,12.0,Anxiety,31.9
Kentucky,2021,12.0,Depression,30.975
Kentucky,2022,1.0,Anxiety,29.4
Kentucky,2022,1.0,Depression,29.150000000000002
Kentucky,2022,3.0,Anxiety,31.95
Kentucky,2022,3.0,Depression,31.35
Kentucky,2022,4.0,Anxiety,32.8
Kentucky,2022,4.0,Depression,30.4
Kentucky,2022,6.0,Anxiety,37.8
Kentucky,2022,6.0,Depression,35.075
Kentucky,2022,7.0,Anxiety,27.0
Kentucky,2022,7.0,Depression,27.65
Kentucky,2022,9.0,Anxiety,32.1
Kentucky,2022,9.0,Depression,30.4
Kentucky,2022,10.0,Anxiety,38.9
Kentucky,2022,10.0,Depression,38.55
Kentucky,2022,11.0,Anxiety,35.3
Kentucky,2022,11.0,Depression,34.2
Kentucky,2022,12.0,Anxiety,33.2
Kentucky,2022,12.0,Depression,33.1
Kentucky,2023,1.0,Anxiety,29.3
Kentucky,2023,1.0,Depression,30.2
Kentucky,2023,2.0,Anxiety,33.4
Kentucky,2023,2.0,Depression,31.5
Kentucky,2023,3.0,Anxiety,33.15
Kentucky,2023,3.0,Depression,32.25
Kentucky,2023,4.0,Anxiety,29.1
Kentucky,2023,4.0,Depression,31.1
Kentucky,2023,6.0,Anxiety,28.95
Kentucky,2023,6.0,Depression,28.700000000000003
Kentucky,2023,7.0,Anxiety,33.5
Kentucky,2023,7.0,Depression,33.1
Kentucky,2023,8.0,Anxiety,26.4
Kentucky,2023,8.0,Depression,26.6
Kentucky,2023,9.0,Anxiety,32.6
Kentucky,2023,9.0,Depression,32.6
Kentucky,2023,10.0,Anxiety,29.9
Kentucky,2023,10.0,Depression,31.0
Kentucky,2024,1.0,Anxiety,21.0
Kentucky,2024,1.0,Depression,20.950000000000003
Kentucky,2024,2.0,Anxiety,17.9
Kentucky,2024,2.0,Depression,16.1
Kentucky,2024,3.0,Anxiety,20.6
Kentucky,2024,3.0,Depression,21.5
Kentucky,2024,4.0,Anxiety,19.8
Kentucky,2024,4.0,Depression,18.4
Kentucky,2024,5.0,Anxiety,19.1
Kentucky,2024,5.0,Depression,21.15
Kentucky,2024,6.0,Anxiety,20.6
Kentucky,2024,6.0,Depression,20.45
Kentucky,2024,7.0,Anxiety,18.0
Kentucky,2024,7.0,Depression,17.85
Kentucky,2024,8.0,Anxiety,23.3
Kentucky,2024,8.0,Depression,21.1
Louisiana,2019,1.0,Depression,27.960526315789476
Louisiana,2019,2.0,Depression,26.838235294117645
Louisiana,2019,3.0,Depression,23.125
Louisiana,2019,4.0,Depression,22.910216718266255
Louisiana,2019,5.0,Depression,23.679060665362034
Louisiana,2019,6.0,Depression,23.10077519379845
Louisiana,2019,7.0,Depression,24.375
Louisiana,2019,8.0,Depression,22.004357298474943
Louisiana,2019,9.0,Depression,23.26869806094183
Louisiana,2019,10.0,Depression,21.888412017167383
Louisiana,2019,11.0,Depression,23.432343234323433
Louisiana,2019,12.0,Depression,21.641791044776117
Louisiana,2020,1.0,Depression,25.054945054945055
Louisiana,2020,2.0,Depression,20.33898305084746
Louisiana,2020,3.0,Depression,25.46419098143236
Louisiana,2020,4.0,Anxiety,34.4
Louisiana,2020,4.0,Depression,14.7
Louisiana,2020,5.0,Anxiety,32.375
Louisiana,2020,5.0,Depression,17.967169421487604
Louisiana,2020,6.0,Anxiety,38.175
Louisiana,2020,6.0,Depression,25.901463414634147
Louisiana,2020,7.0,Anxiety,39.233333333333334
Louisiana,2020,7.0,Depression,23.653333333333332
Louisiana,2020,8.0,Anxiety,37.1
Louisiana,2020,8.0,Depression,24.178248175182485
Louisiana,2020,9.0,Anxiety,37.4
Louisiana,2020,9.0,Depression,25.310516934046344
Louisiana,2020,10.0,Anxiety,35.6
Louisiana,2020,10.0,Depression,29.05649237472767
Louisiana,2020,11.0,Anxiety,40.75
Louisiana,2020,11.0,Depression,26.088753148614614
Louisiana,2020,12.0,Anxiety,45.5
Louisiana,2020,12.0,Depression,27.907741935483873
Louisiana,2021,1.0,Anxiety,40.9
Louisiana,2021,1.0,Depression,23.710959409594096
Louisiana,2021,2.0,Anxiety,37.95
Louisiana,2021,2.0,Depression,24.43492537313433
Louisiana,2021,3.0,Anxiety,33.35
Louisiana,2021,3.0,Depression,23.265560165975103
Louisiana,2021,4.0,Anxiety,30.7
Louisiana,2021,4.0,Depression,25.454615384615387
Louisiana,2021,5.0,Anxiety,29.700000000000003
Louisiana,2021,5.0,Depression,29.9462447257384
Louisiana,2021,6.0,Anxiety,28.049999999999997
Louisiana,2021,6.0,Depression,26.55692111959288
Louisiana,2021,7.0,Anxiety,36.0
Louisiana,2021,7.0,Depression,25.383265306122453
Louisiana,2021,8.0,Anxiety,35.55
Louisiana,2021,8.0,Depression,25.019349919743178
Louisiana,2021,9.0,Anxiety,36.03333333333334
Louisiana,2021,9.0,Depression,24.313211875843457
Louisiana,2021,10.0,Depression,25.51546391752577
Louisiana,2021,11.0,Depression,19.444444444444446
Louisiana,2021,12.0,Anxiety,31.650000000000002
Louisiana,2021,12.0,Depression,24.506736770691994
Louisiana,2022,1.0,Anxiety,29.3
Louisiana,2022,1.0,Depression,26.747096774193547
Louisiana,2022,2.0,Depression,26.588628762541806
Louisiana,2022,3.0,Anxiety,34.35
Louisiana,2022,3.0,Depression,25.042810457516342
Louisiana,2022,4.0,Anxiety,28.4
Louisiana,2022,4.0,Depression,24.5860663507109
Louisiana,2022,5.0,Depression,22.41758241758242
Louisiana,2022,6.0,Anxiety,35.650000000000006
Louisiana,2022,6.0,Depression,27.291096605744126
Louisiana,2022,7.0,Anxiety,30.3
Louisiana,2022,7.0,Depression,25.91
Louisiana,2022,8.0,Depression,25.40106951871658
Louisiana,2022,9.0,Anxiety,40.2
Louisiana,2022,9.0,Depression,31.378813559322033
Louisiana,2022,10.0,Anxiety,40.8
Louisiana,2022,10.0,Depression,29.962689486552566
Louisiana,2022,11.0,Anxiety,32.0
Louisiana,2022,11.0,Depression,27.877357001972385
Louisiana,2022,12.0,Anxiety,33.1
Louisiana,2022,12.0,Depression,27.23
Louisiana,2023,1.0,Anxiety,30.7
Louisiana,2023,1.0,Depression,27.608519269776878
Louisiana,2023,2.0,Anxiety,33.3
Louisiana,2023,2.0,Depression,25.18561403508772
Louisiana,2023,3.0,Anxiety,29.15
Louisiana,2023,3.0,Depression,26.053164556962027
Louisiana,2023,4.0,Anxiety,30.0
Louisiana,2023,4.0,Depression,26.67202177293935
Louisiana,2023,5.0,Depression,27.650429799426934
Louisiana,2023,6.0,Anxiety,33.8
Louisiana,2023,6.0,Depression,25.449869375907113
Louisiana,2023,7.0,Anxiety,32.7
Louisiana,2023,7.0,Depression,26.874156171284636
Louisiana,2023,8.0,Anxiety,25.8
Louisiana,2023,8.0,Depression,26.688205128205134
Louisiana,2023,9.0,Anxiety,36.6
Louisiana,2023,9.0,Depression,26.196172839506175
